P0A9Q5	GO:0005829 GO:0009329	GO:0005524 GO:0003989 GO:0016743 GO:0003677 GO:0008270 GO:0003729	GO:0006633 GO:0042759 GO:0017148 GO:2001295	K01963	PF01039 PF17848	
P0AA10	GO:0005829 GO:0005840 GO:0022625	GO:0003735 GO:0070180 GO:0008270 GO:0003729	GO:0017148 GO:0006412	K02871	PF00572	
P64455	GO:0005829	None	None	None	PF10735	
P77398	None	GO:0099618 GO:0042802 GO:0048040 GO:0099619 GO:0070403	GO:0009245 GO:2001315 GO:0046677 GO:0033320 GO:0034214 GO:0009103	K10011	PF00551 PF02911 PF01370	
P05523	None	GO:0004519 GO:0003906 GO:0046872 GO:0019104 GO:0000703 GO:0034039 GO:0140078 GO:0008534 GO:0003684 GO:0008270	GO:0006289 GO:0006284 GO:0006974 GO:0006285	K10563	PF06831 PF06827 PF01149	
P39409	None	GO:0046872 GO:0016491 GO:0051539	None	None	PF04055	
P05852	GO:0005829	GO:0140032 GO:0061711 GO:0004222 GO:0000287 GO:0042802 GO:0005506	GO:0002949	K01409	PF00814	
Q79E92	None	GO:0003677 GO:0004803	GO:0006313	K07483	PF01527	
P60752	GO:0043190 GO:0016020 GO:0005886 GO:0005887	GO:0008144 GO:0034040 GO:0005524 GO:0008289 GO:0015437 GO:0016887 GO:0042802 GO:0042626 GO:0008559	GO:0055085 GO:0015920 GO:0034204	K11085	PF00005 PF00664	
P0A6L0	GO:0016020 GO:0005829	GO:0004139 GO:0016829	GO:0016052 GO:0046386 GO:0009264 GO:0015949 GO:0006974	K01619	PF01791	
P0A6D7	GO:0005829	GO:0004765 GO:0005524 GO:0000287	GO:0009423 GO:0046677 GO:0009073 GO:0019632	K00891	PF01202	
P0AGJ7	GO:0005737	GO:0003723 GO:0052665 GO:0052666	GO:0002131 GO:0002132	K03216	PF00588	
P09153	None	None	None	None	PF02413	
P68567	GO:0005737	GO:0008990 GO:0036308	GO:0070475 GO:0031167	K15984	PF04445	
P0A9E0	GO:0032993 GO:0005829	GO:0000976 GO:0042802 GO:0001217	GO:0019568	K02099	PF12833 PF02311	
P39829	None	GO:0008867	GO:0046392	K01708	PF08666 PF04295	
P0AES0	GO:0005829 GO:0005737	GO:0016874 GO:0008885 GO:0008884 GO:0005524 GO:0046872	GO:0006749 GO:0008216	K01460	PF03738 PF05257	
P31574	None	GO:0009055 GO:0050660 GO:0016491	GO:0033539 GO:0009437 GO:0042413	K03522	PF00766 PF01012	
P76256	GO:0005829	GO:0042802 GO:0008237	GO:0002949	K14742	PF00814	
P19636	GO:0009350	GO:0008851 GO:0031419	GO:0046336 GO:0006520	K03736	PF05985	
P39208	None	GO:0005524 GO:0046316	GO:0046183 GO:0046177 GO:0019521	K00851	PF01202	
P0A8N0	GO:0032993 GO:0005737 GO:0097047	GO:0043565	GO:0007059 GO:0007049 GO:0006355 GO:0051276 GO:0051301	K09911	PF17414 PF06303	
P0ACL5	None	GO:0003700 GO:0003677	GO:0006355	K11474	PF07729 PF00392	
P0A9I1	GO:0009346	GO:0000287 GO:0008816 GO:0008815	GO:0006107 GO:0006084	K01644	PF03328	
P18196	GO:0005829 GO:0060187	GO:0042802	GO:0051301 GO:0000902 GO:0032955 GO:0000917 GO:0051302	K03610	PF03775 PF05209	
P0ACU2	GO:0032993	GO:0003700 GO:0001217 GO:0000976	GO:0045892 GO:0045893 GO:0006355	K09017	PF08362 PF00440	
P39351	None	None	None	None	PF13817	
P75680	None	None	GO:0032196	K07497	None	
P75728	GO:0005737	GO:0071949 GO:0016705 GO:0008682 GO:0016491 GO:0016709	GO:0006744	K03184	PF01494	
P69741	GO:0044569 GO:0031236 GO:0016020 GO:0042597 GO:0009375	GO:0051539 GO:0008901 GO:0009055 GO:0046872 GO:0051538 GO:0051536 GO:0033748	GO:0009061	K06282	PF01058 PF14720	
Q06065	GO:0005737	GO:0005524 GO:0043565 GO:0008134 GO:0003700 GO:0008073	GO:0010967 GO:0000160 GO:0045893	K07714	PF00072 PF02954 PF00158	
Q06067	GO:0016021 GO:0005886	GO:0000155 GO:0005524	GO:0006355 GO:0023014 GO:0046777	K07710	PF00989 PF02518 PF00512	
P0A8F4	GO:0005829	GO:0043771 GO:0004849 GO:0016301 GO:0005524	GO:0044211 GO:0044206	K00876	PF00485	
P39177	GO:0005737	GO:0004017	GO:2000145 GO:0018117 GO:0046777	K11932	PF00582	
P0A6I6	GO:0005737	GO:0005524 GO:0042802 GO:0004595	GO:0015937	K00954	PF01467	
P0ACT4	None	GO:0046872 GO:0003677	GO:0046677 GO:0045892	None	PF00440 PF02909	
P07024	GO:0030288	GO:0008768 GO:0000166 GO:0008253 GO:0046872	GO:0009166	K11751	PF02872 PF00149	
A0A0D7C3R7	None	GO:0016740	None	None	None	
P32056	None	GO:0047917 GO:0008727 GO:0000287 GO:0030145	GO:0009103	K03207	PF00293	
P0ACS9	None	GO:0000976 GO:0003700 GO:0008144 GO:0043565	GO:0006351 GO:0045892 GO:0042493 GO:0006355	K03577	PF00440 PF08361	
P0ACZ4	GO:0005829	GO:0043565	GO:0000160 GO:0006355	K07690	PF00196 PF00072	
P62559	None	GO:0003677	GO:0030541	K03497	PF18090 PF02195	
P38489	GO:0005829 GO:0016020	GO:0018545 GO:0042802 GO:0016491 GO:0010181 GO:0004155	GO:0046256	K10679	PF00881	
P0AE72	GO:0032991	GO:0003690 GO:0097351 GO:0044877 GO:0042803	GO:0051291	K07172	PF04014	
P0A7L0	GO:0005829 GO:0022625	GO:0019843 GO:0003723 GO:0000049 GO:0003735	GO:0006412 GO:0000027 GO:0045947 GO:0000470	K02863	PF00687	
P0A9W3	GO:0005737	GO:0043022 GO:0000049 GO:0016887 GO:0005524 GO:0019843	GO:0006412 GO:0045900	K06020	PF00005 PF12848	
P22939	GO:0005829	GO:0046872 GO:0004337 GO:0004659 GO:0004161	GO:0045337 GO:0033384	K00795	PF00348	
P36655	GO:0005623 GO:0009898 GO:0005887	GO:0047134 GO:0009055 GO:0015035 GO:0016491	GO:0046688 GO:0042493 GO:0045454 GO:0055114 GO:0017004 GO:0071502	K04084	PF02683 PF11412	
P31460	None	GO:0003700 GO:0003677	GO:0006355	K19776	PF00392 PF07729	
P0A8R9	None	GO:0003700 GO:0003677	GO:0006355 GO:0045892	K23773	PF00126 PF03466	
P37680	GO:0005829	GO:0008742 GO:0016832 GO:0008270	GO:0019324 GO:0019572 GO:0019323	K03077	PF00596	
Q8VNN2	GO:0009341	GO:0030246 GO:0000287 GO:0004565	GO:0005975	None	PF02837 PF02929 PF02836 PF00703 PF16353	
P00936	GO:0005737	GO:0005524 GO:0004016	GO:0006171	K05851	PF01295 PF12633	
P76097	None	None	None	None	PF07063	
P0A8H6	GO:0005829	GO:0005096	GO:0042254 GO:0043547 GO:0090071	K09894	PF04220	
P0C018	GO:0005829 GO:0022625	GO:0003735 GO:0008097	GO:0006412	K02881	PF00861	
P0A8A4	GO:0005829	GO:0005524 GO:0030234 GO:0016776 GO:0043531 GO:0004674	GO:0006470	K09773	PF03618	
P64602	GO:0005829 GO:0032991	GO:0016887	GO:0006974 GO:0046677	K07122	PF13466	
P0A6L9	GO:1990230 GO:0005737 GO:0005829	GO:0051087 GO:0001671	GO:0097428 GO:0006457 GO:0051259	K04082	PF07743	
P05055	GO:0016020 GO:0005829	GO:0000175 GO:0000287 GO:0042802 GO:0003723 GO:0004654 GO:0035438	GO:0009408 GO:0006396 GO:0006402 GO:0006401	K00962	PF00575 PF03725 PF00013 PF01138 PF03726	
P21513	GO:0005737 GO:0009898	GO:0004540 GO:0004521 GO:0008995 GO:0008312 GO:0003723 GO:0017151 GO:0042802 GO:0000287 GO:0008270	GO:0051289 GO:0006364 GO:0008033 GO:0006402 GO:0000967 GO:1902280 GO:0006401	K08300	PF10150 PF12111 PF00575	
P25516	GO:0005829 GO:0005737	GO:0003994 GO:0003729 GO:0046872 GO:0047780 GO:0051539 GO:0003730 GO:0005506	GO:0006979 GO:0009061 GO:0006099 GO:0006097 GO:0006101	K01681	PF00694 PF00330	
P31551	None	GO:0016836 GO:0008809	GO:0042413	K08299	PF00378	
P69503	GO:0005829	GO:0003999 GO:0000287	GO:0044209 GO:0006166 GO:0006168	K00759	PF00156	
P30750	GO:0055052 GO:0009276	GO:0015191 GO:0016887 GO:0048474 GO:0005524 GO:0015424 GO:0042626	GO:0048473 GO:0008152	K02071	PF09383 PF00005	
P45771	GO:0005694	GO:0003917 GO:0008270 GO:0003697 GO:0005506	GO:0006265	K07479	PF01396	
P0ADI7	GO:0005829	GO:0016787	None	None	PF00857	
P38038	GO:0005829 GO:0009337	GO:0016491 GO:0010181 GO:0050660 GO:0004783 GO:0042602 GO:0070401	GO:0070814 GO:0019344 GO:0000103	K00380	PF00175 PF00258 PF00667	
P52062	GO:0005737	GO:0020037 GO:0004109 GO:0051539 GO:0046872	GO:0006779	None	PF06969 PF04055	
P0ABA4	GO:0005886 GO:0045261	GO:0046961 GO:0046933	GO:0015986	K02113	PF00213	
P0ABA6	GO:0005886 GO:0016020 GO:0045261	GO:0046961 GO:0005524 GO:0046933	GO:0042777 GO:0015986 GO:0006754	K02115	PF00231	
P64503	None	None	None	None	PF07351	
P76268	GO:0005829	GO:0003677 GO:0003700	GO:0045892	K19333	PF01614 PF09339	
P0A6C1	None	GO:0004519 GO:0008081 GO:0003906 GO:0003677 GO:0008270 GO:0008833	GO:0006284 GO:0000726	K01151	PF01261	
P0ABH9	GO:0005829	GO:0005524 GO:0004176 GO:0016887	GO:0043335 GO:0006979	K03694	PF17871 PF10431 PF00004 PF07724 PF02861	
P04993	GO:0009338	GO:0017116 GO:0004386 GO:0003677 GO:0008854 GO:0005524	GO:0006974 GO:0006310 GO:0000724	K03581	PF13538	
P21507	GO:0005829	GO:0016887 GO:0033592 GO:0008143 GO:0005524 GO:0003723 GO:0003724 GO:0008186	GO:0000027	K05590	PF00270 PF00271	
Q8VQD3	GO:0009279	None	GO:0009306	None	PF01514	
P0A805	GO:0005829 GO:0005737	GO:0043023	GO:0002184 GO:0006412	K02838	PF01765	
P64461	GO:0005829	GO:0016853 GO:0016491 GO:0002952 GO:0016861 GO:0003824	None	K11530	PF03992	
P32676	GO:0005886 GO:0005737	GO:0090563 GO:0090582 GO:0016301 GO:0022877	GO:0009401	K11202	PF02302	
P32677	None	GO:0003700 GO:0043565	GO:0006351	None	PF12833	
P05827	GO:0005737	GO:0003700 GO:0044212	GO:0009082 GO:0006355	K02521	PF03466 PF00126	
P00935	GO:0005737	GO:0016846 GO:0004123 GO:0030170 GO:0003962	GO:0019346 GO:0019343 GO:0009086	K01739	PF01053	
P0ACD4	GO:0005737 GO:0005829 GO:0005623	GO:0008198 GO:0042802 GO:0051539 GO:0051537	GO:0016226 GO:0006879	K04488	PF01592	
P31802	None	GO:0003677 GO:0005524	GO:0006355 GO:0042128 GO:0000160	K07685	PF00072 PF00196	
Q47147	None	GO:0016740	GO:0006541	None	PF13230	
P0ACG8	GO:0005829	GO:0003727 GO:0043023 GO:0003677	GO:0009408 GO:0034605	K04762	PF01479	
P64530	GO:0005737	GO:0046872 GO:0003677	GO:0045892	K23240	PF02583	
P76341	GO:0042597	GO:0033971 GO:0042802	GO:0006144	K07127	PF00576	
P46883	GO:0042597	GO:0052593 GO:0005507 GO:0052595 GO:0052594 GO:0005509 GO:0052596 GO:0048038 GO:0008131	GO:0055114 GO:0006559 GO:0009308 GO:0019607	K00276	PF07833 PF01179 PF02728 PF02727	
P0A7J7	GO:0005829 GO:0015934 GO:0005840 GO:0022625	GO:0003735 GO:0070180 GO:0019843	GO:0000027 GO:0006415 GO:0015968 GO:0006412	K02867	PF00298 PF03946	
P0A7K2	GO:0005829 GO:0022625 GO:0015934	GO:0043022 GO:0003735 GO:0042803	GO:0006412	K02935	PF16320 PF00542	
P69739	GO:0016021 GO:0016020 GO:0031237 GO:0044569 GO:0009375	GO:0009055 GO:0033748 GO:0051539 GO:0008901 GO:0051538 GO:0046872	GO:0009061 GO:0006113	K06282	PF14720 PF01058	
P08190	GO:0009289	None	GO:0007155 GO:0043711 GO:0043709	K07349	None	
P31697	GO:0030288	GO:0044183	GO:0071555 GO:0043711 GO:0061077	K07346	PF02753 PF00345	
P21189	None	GO:0008296 GO:0003887 GO:0000166 GO:0003677	GO:0045004 GO:0009432 GO:0006261	K02336	PF00136 PF03104	
P76270	GO:0005829	GO:0070191 GO:0033745	None	K08968	PF13185	
P21893	None	GO:0003676 GO:0045145	GO:0010165 GO:0006281 GO:0006310	K07462	PF01368 PF02272 PF17768	
P0A9U1	GO:0005886	GO:0016887 GO:0015562 GO:0005524	GO:1990961	K01990	PF00005	
P60566	None	GO:0009055	GO:0042413 GO:0009437	K03521	PF01012	
P0A6P1	GO:0005829 GO:0016020 GO:0005737	GO:0003746 GO:0005085 GO:0008270	GO:0006414	K02357	PF00889	
P0AEB5	GO:0005886 GO:0016021	GO:0042802	GO:0006811 GO:0055085	K16052	PF00924	
P00816	None	GO:0008824 GO:0003677	GO:0009440	K01725	PF02560	
P0A734	GO:0005829 GO:0005886	GO:0042802	GO:0000918 GO:0051302 GO:0032955	K03608	PF03776	
P27838	GO:0005829 GO:0005737	GO:0008199 GO:0008198	GO:0016226	K06202	PF01491	
P0AGB6	GO:0005737	GO:0003677 GO:0016987 GO:0003700	GO:0006970 GO:0009266 GO:0006355 GO:0006352	K03088	PF08281 PF04542	
P75679	None	GO:0004803 GO:0003677	GO:0006313	None	PF01527	
P42641	GO:0005829	GO:0019003 GO:0003924 GO:0032561 GO:0043023 GO:0005525 GO:0003677 GO:0000287 GO:0019843	GO:0022611 GO:0007059 GO:0042255 GO:0090071	K03979	PF01926 PF01018	
Q46864	None	GO:0046872 GO:0043565	GO:0006355	K13655	PF15731	
P0A9J8	GO:0005737	GO:0004664 GO:0004106	GO:0006571 GO:0046417 GO:0009094	K14170	PF01817 PF00800	
P0AGA6	GO:0005737	GO:0003677	GO:0006355 GO:0000160	K07686	PF00196 PF00072	
P45577	GO:0005829	GO:0003729 GO:0034057 GO:0033592 GO:0003730	GO:0007231 GO:0044010 GO:0006974 GO:1902836 GO:0010608 GO:0071475	K03607	PF04352 PF17516	
P37909	GO:0009289	None	GO:0007155 GO:0043711 GO:0043709	None	PF00419	
Q2M7X4	None	None	None	None	None	
P0AEJ8	None	GO:0042802	GO:0006974 GO:0034214 GO:0046336	K04028	PF03319	
P32700	None	None	None	None	PF15940	
P77460	None	GO:0008168	None	None	PF08242	
P77467	None	GO:0016853 GO:0042802 GO:0004300	GO:0010124 GO:0006635	K15866	PF00378	
P0A7V0	GO:0022627	GO:0003735 GO:0008270	GO:0006412 GO:0000028	K02967	PF00318	
P39834	GO:0009289	None	GO:0043709 GO:0007155 GO:0043711	None	PF00419	
P77161	None	GO:0051287 GO:0008679 GO:0050661	GO:0006974 GO:0046296 GO:0009436 GO:0009442	K00042	PF03446 PF14833	
P45761	GO:0015627	None	GO:0015628	K02459	PF11612 PF07963	
Q8VPC3	GO:0015627	None	GO:0015628	None	PF02501 PF07963	
P0AF59	None	None	None	None	PF06902	
P75824	None	GO:0046872 GO:0016651 GO:0050660 GO:0051537 GO:0009055	None	K11933	PF00111 PF00175 PF00970	
P16384	None	GO:0005524 GO:0052381	GO:0006400 GO:0034605 GO:1990497	K00791	PF01715	
P60390	GO:0005737 GO:0005829	GO:0071424	GO:0070475	K03438	PF01795	
P0A858	GO:0016020 GO:0005829	GO:0042802 GO:0004807	GO:0006096 GO:0019563 GO:0006094 GO:0046166	K01803	PF00121	
P0AEF4	GO:0005737	GO:0003677 GO:0003700 GO:0000156	GO:0006355 GO:0000160	K07702	PF00072 PF12431	
P76079	GO:0005829	None	GO:0010124	K02611	PF05138	
P06974	GO:0009425 GO:0005886	GO:0003774	GO:0071973 GO:0050918	K02416	PF01052 PF02154	
P0AE67	GO:0005829	GO:0016407 GO:0000156 GO:0000287	GO:0097588 GO:0006935 GO:0006473 GO:0009454 GO:0043052 GO:1902021 GO:0023014 GO:0018393	K03413	PF00072	
P69829	GO:0005829	GO:0016301 GO:0004857 GO:0008982 GO:0030295	GO:0009401 GO:0032412 GO:0010243	K02806	PF00359	
P16703	GO:0005737	GO:0030170 GO:0004124 GO:0080146	GO:0006535	K12339	PF00291	
P33014	None	None	None	None	PF01206	
Q47153	GO:0005886 GO:0016021	None	GO:0009306 GO:0044780	None	PF00771	
P25437	GO:0005829 GO:0005737	GO:0051903 GO:0042802 GO:0008270 GO:0004024	GO:0006069 GO:0046294	K00121	PF00107 PF08240	
P52614	GO:0009424	None	GO:0071973 GO:0044780	K02414	PF02120	
P37773	GO:0005576 GO:0005737	GO:0005524 GO:0042802 GO:0016881	GO:0008360 GO:0007049 GO:0009254 GO:0071555 GO:0051301 GO:0009252	K02558	PF02875 PF08245 PF01225	
P0AGF2	None	GO:0097163	GO:0061504	K02426	PF02657	
P0ABU7	GO:0005886 GO:0098797 GO:0005887	GO:0042802 GO:0022857 GO:0031992	GO:0043213 GO:0017038 GO:0050821	K03561	PF01618	
P0ABV2	GO:0098797 GO:0005887 GO:0005886	GO:0031992 GO:0022857 GO:0042802	GO:0050821 GO:0015031 GO:0043213	K03559	PF02472	
P0A7U3	GO:0022627 GO:0005829	GO:0003735 GO:0019843 GO:0000049	GO:0006412 GO:0000028	K02965	PF00203	
P0A7W7	GO:0022627 GO:0005829	GO:0019843 GO:0003735	GO:0043488 GO:0000028 GO:0006412 GO:0006417	K02994	PF00410	
Q05354	None	GO:0008704	GO:0019439	None	PF02962	
P24242	None	GO:0000976 GO:0003700 GO:0043565	GO:0045892 GO:0006351 GO:0006355	K03487	PF00356	
P76061	None	None	None	None	None	
P0AB65	None	GO:0003998	GO:0009408	K01512	PF00708	
P0AFT8	None	None	None	K06940	PF03692	
P23873	GO:0032993	GO:0043565 GO:0000985 GO:0001217 GO:0000976	GO:0006351 GO:0045892	K15773	PF01381	
P23874	GO:0032993 GO:0005829	GO:0000287 GO:0005524 GO:0000976 GO:0043565 GO:0001217 GO:0004674	GO:0044010 GO:0046677 GO:0036289 GO:0022611 GO:0043086	K07154	PF13657 PF07804	
P06136	GO:0032153 GO:0005886 GO:0005887 GO:0016021	GO:0042802	GO:0043093 GO:0051301 GO:0000917	K03589	PF08478 PF03799	
P0A9A6	GO:0005737 GO:0032153	GO:0005525 GO:0042802 GO:0003924	GO:0000917 GO:0043093 GO:0051301 GO:0051258	K03531	PF12327 PF00091	
Q46896	GO:0005737	GO:0042802 GO:0003677 GO:0017108 GO:0046872 GO:0008821	GO:0043571 GO:0006281 GO:0051607 GO:0006974	K15342	PF01867	
P43674	GO:0005886	GO:0008237 GO:0046872 GO:0004222	None	K07387	PF01435	
P0ABZ6	GO:0030288	GO:0042277 GO:0003755 GO:0051082	GO:0061077 GO:0043165 GO:0050821 GO:0006457 GO:0060274	K03771	PF09312 PF00639	
P67553	GO:0005886	None	None	None	PF06788	
P77150	GO:0005829	GO:0005524 GO:0000287 GO:0008478 GO:0042802	GO:0042819 GO:0042817 GO:0009443	K00868	PF08543	
P77774	GO:1990063 GO:0009279	GO:0042802	GO:0051205 GO:0043165	K17713	PF13360	
P30749	GO:0005829	GO:0030366	GO:0006777	K03635	PF02391	
P62558	None	GO:0003677	GO:0030541	None	PF02195 PF18090	
P0A8J8	GO:0005829	GO:0003724 GO:0005524 GO:0097718 GO:0003723	GO:0006401	K03732	PF00270 PF00271	
P0C077	GO:0032993	GO:0043022 GO:0004521 GO:0019843 GO:0000976 GO:0001217	GO:0006402 GO:0046677 GO:0017148 GO:0034198	K06218	PF05016	
P31442	GO:0005887 GO:0005886	GO:0042910	GO:0006855 GO:1990961	K08154	PF07690	
P0A800	GO:0005829 GO:0030880	GO:0003899 GO:0003677	GO:0065003 GO:0006351	K03060	PF01192	
P0A8V2	GO:0005829 GO:0005737 GO:0016020	GO:0003899 GO:0003677 GO:0032549	GO:0046677 GO:0006351	K03043	PF04565 PF04560 PF00562 PF10385 PF04563 PF04561	
P0AFG3	GO:0045252 GO:0005829	GO:0042802 GO:0030976 GO:0000166 GO:0000287 GO:0004591	GO:0006099	K00164	PF16870 PF00676 PF16078 PF02779	
P0AFG6	GO:0045252 GO:0005829	GO:0004149 GO:0031405	GO:0006099 GO:0033512	K00658	PF00364 PF02817 PF00198	
P0AEZ9	GO:0005829	GO:0042802 GO:0005525	GO:0006777 GO:0034214	K03638	PF00994	
P28638	GO:0005737	GO:0009007 GO:0003677 GO:0008170 GO:0008168	None	K07319	PF01555	
P76215	GO:0005829	GO:0016788 GO:0009017 GO:0008270 GO:0016811	GO:0019545 GO:0019544	K05526	PF04952	
P16528	GO:0005829	GO:0003700 GO:0003677	GO:0045892 GO:0006355 GO:0006097	K13641	PF09339 PF01614	
P04825	GO:0005737 GO:0005886	GO:0008270 GO:0008237 GO:0004177 GO:0042802	GO:0006508 GO:0043171	K01256	PF17432 PF11940 PF01433	
P42593	None	GO:0010181 GO:0051539 GO:0071949 GO:0008670 GO:0046872	GO:0033543	K00219	PF07992 PF00724	
P75971	GO:0005886 GO:0016021	None	None	None	None	
P75863	None	GO:0030151 GO:0009055 GO:0030170 GO:0051537	GO:0009407 GO:0009636	K07140	PF03473 PF03476 PF00111	
P28905	GO:0043847	GO:0003887 GO:0003677	GO:0032298 GO:0006260 GO:0009314	K02339	PF04364	
P32162	GO:0005829	None	None	None	PF04175	
P0A7Y8	GO:0030677	GO:0000049 GO:0042781 GO:0004526	GO:0006396 GO:0034414 GO:0001682	K03536	PF00825	
P63386	GO:0005886 GO:0032991	GO:0016887 GO:0005524	None	K02065	PF00005	
P28043	None	GO:0003697	GO:0006260	None	PF00436	
P76344	GO:0005829 GO:0030288 GO:0005623	GO:0008270 GO:0046872 GO:0046870	GO:0034224 GO:0006882 GO:0070301 GO:0071276	None	PF09223	
P76502	GO:0005737	GO:0101006 GO:0016791	GO:0035971 GO:0070297 GO:0006464	K08296	PF00300	
P06993	None	GO:0003677 GO:0042802 GO:0048031 GO:0005524 GO:0003700	GO:0045913 GO:0045893 GO:0005975	K03556	PF00196 PF17874	
P23256	None	GO:0004121 GO:0030170 GO:0047804 GO:0080146	GO:0009086 GO:0043433	K14155	PF00155	
P0A951	GO:0005737	GO:0000287 GO:0004145 GO:0042802	GO:0006598 GO:0051289	K00657	PF13302	
P0A9M5	GO:0005829 GO:0005886	GO:0000310 GO:0000287 GO:0097216 GO:0004422	GO:0032264 GO:0032265 GO:0051289 GO:0032263	K00769	PF00156	
P0ABB0	GO:0005886 GO:0016020 GO:0045261	GO:0046933 GO:0043531 GO:0005524	GO:0015986	K02111	PF00306 PF00006 PF02874	
P0ABB4	GO:0005886 GO:0045261 GO:0016020	GO:0005524 GO:0046933 GO:0046961	GO:0015986	K02112	PF00006 PF02874	
P75876	GO:0005829 GO:0005737	GO:0016434 GO:0003723 GO:0009383	GO:0031167 GO:0070475	K06969	PF10672 PF17785	
P0C0S1	GO:0016021 GO:0005887 GO:0005623	GO:0008381 GO:0042802	GO:0051260 GO:0009992 GO:0034220	K03442	PF00924 PF05552	
P0A698	GO:0005829 GO:0009380	GO:0008270 GO:0042802 GO:0003677 GO:0009381 GO:0016887 GO:0005524	GO:0006281 GO:0009314 GO:0009432 GO:0006289	K03701	PF17755 PF17760 PF00005	
P0A8F8	GO:0005737 GO:0009380	GO:0042802 GO:0003677 GO:0005524 GO:0016887 GO:0009381	GO:0009432 GO:0009314 GO:0006289	K03702	PF04851 PF02151 PF12344 PF00271 PF17757	
P07821	GO:0005623 GO:0043190	GO:0005524 GO:0016887 GO:0015625	None	K10829	PF00005	
P09162	None	None	GO:0070301 GO:0044011 GO:0071468	None	None	
P02929	GO:0005886 GO:0030313 GO:0030288 GO:0098797 GO:0071575	GO:0015343 GO:0019904 GO:0031992	GO:0015889 GO:0015031 GO:0098002 GO:0015891 GO:0042914	K03832	PF03544	
