Q9BVP5	GO:0005829 GO:0070062 GO:0016020 GO:0005739	GO:0005524 GO:0004329 GO:0004477 GO:0004487 GO:0004488 GO:0004486	GO:0009257 GO:0048702 GO:0048703 GO:0007507 GO:0000105 GO:0009086 GO:0006555 GO:0001843 GO:0006730 GO:0006164 GO:0009070 GO:0009069 GO:0061053 GO:0035999	hsa:4522	PF01268 PF00763 PF02882	
O75689	GO:0005737 GO:0005829 GO:0043231 GO:0005634 GO:0005886	GO:0005096 GO:0043533 GO:0046872 GO:1902936	GO:0007166 GO:0043547 GO:0043087	hsa:11033	PF01412 PF00169	
Q6ICN3	GO:0005938 GO:0042995 GO:0032154 GO:0031410 GO:0005856 GO:0005829 GO:0005789 GO:0070062 GO:0043005 GO:0005634 GO:0005886 GO:0032420	GO:0005525 GO:0003924 GO:0019901	GO:0007015 GO:0043297 GO:0016477 GO:0030865 GO:0007163 GO:0000281 GO:0030335 GO:0043123 GO:0060193 GO:0031334 GO:0051496 GO:0032956 GO:0008360 GO:1902766 GO:0007264 GO:0044319	hsa:389	PF00071	
Q9H7K7	GO:0001669 GO:0005829 GO:0005741 GO:0016459 GO:0005886	None	GO:0043276 GO:0034644 GO:0010507 GO:0043065 GO:0031334 GO:0090200	hsa:90427	PF15185	
Q9Y254	GO:0031462 GO:0031463 GO:0031464 GO:0031465 GO:0031466 GO:0031467 GO:0031461 GO:0005829 GO:0005654 GO:0005634 GO:0019005	GO:0097602 GO:0061663 GO:0019788 GO:0061629 GO:0061630 GO:0031625 GO:0034450 GO:0008270	GO:0006281 GO:0000165 GO:0090090 GO:0032436 GO:1902499 GO:0043687 GO:0043161 GO:0070936 GO:0006513 GO:0045116 GO:0000209 GO:0016567 GO:0000302 GO:0031146 GO:0006511	hsa:9978	PF12678	
Q9BWQ0	GO:0044297 GO:0036464 GO:0005829 GO:0022625 GO:0022626 GO:0030425 GO:0070062 GO:0016020	GO:0003723 GO:0003735	GO:0002181 GO:0006412	hsa:6158	PF01778	
Q9Y3M2	GO:0005814 GO:0036064 GO:0005829 GO:0016607 GO:0005654 GO:0005634 GO:0005802	GO:0008013 GO:0042802 GO:0042803	GO:0055007 GO:0060271 GO:0045444 GO:0033504 GO:0090090 GO:0045892 GO:0030178 GO:0051289 GO:0008104	hsa:25776	PF14645	
Q9BWR0	GO:0005576 GO:0016021 GO:0005887 GO:0005886	GO:0005178	GO:0007155 GO:0098609	hsa:3386	PF03921	
O14562	None	GO:0045296 GO:0003723	None	hsa:56061	PF00240	
Q6UWL3	GO:0031012 GO:0005576	GO:0046872 GO:0004222	GO:0016477 GO:0007160 GO:0071773 GO:0071347 GO:0071356 GO:0002062 GO:0030199 GO:0030198 GO:2001113 GO:1902548 GO:0032331 GO:1902203 GO:0043931 GO:0030167 GO:0051603 GO:1901509 GO:0050727	hsa:81792	PF17771 PF19236 PF05986 PF01562 PF01421 PF00090	
Q9H0U4	GO:0005829 GO:0012505 GO:0005789 GO:0033116 GO:0070062 GO:0005794 GO:0000139 GO:0048471 GO:0034045 GO:0030133	GO:0005525 GO:0003924	GO:0000045 GO:0006888 GO:0006886 GO:1903020 GO:2000785 GO:0019068	hsa:81876	PF00071	
Q46903	None	GO:0070497 GO:0042802 GO:0008270	GO:0008616	eco:b2765	PF01242	
Q6LES6	GO:0005737 GO:0005829 GO:0070062 GO:0005654 GO:0005634	GO:0031386 GO:0031625	GO:0009653 GO:0006464 GO:0019941 GO:0008104 GO:0045116 GO:0006508 GO:0030162 GO:0006357 GO:0006511	hsa:4738	PF00240	
P33930	GO:0043190 GO:0005887 GO:0005886	GO:0015232	GO:0017004	eco:b2200	PF03379	
Q92885	GO:0005829 GO:0032991	GO:0035800 GO:0046872 GO:0031625	GO:0006974 GO:0071347 GO:0071479 GO:0071356 GO:0007249 GO:0043124 GO:1903003 GO:2000158 GO:0006508 GO:0007165	hsa:10010	PF12845	
Q9UBN1	GO:0032281 GO:0044297 GO:0009986 GO:0030666 GO:0098978 GO:0005887 GO:0099061 GO:1990454 GO:0005886 GO:0098839 GO:0036477	GO:0005246 GO:0016247 GO:0035255 GO:0005245	GO:0099590 GO:0098943 GO:2000969 GO:0051968 GO:0098970 GO:2000311 GO:0098962 GO:0042220 GO:0019226	hsa:27092	PF00822	
P49674	GO:0005737 GO:0005829 GO:0005654 GO:0005634	GO:0005524 GO:0004672 GO:0106310 GO:0004674 GO:0004712 GO:0003723	GO:0060070 GO:0032922 GO:0006281 GO:0006897 GO:0032091 GO:0018105 GO:0090263 GO:2000052 GO:0032436 GO:1905426 GO:0006468 GO:0042752 GO:0032880 GO:0007165 GO:0016055	hsa:1454	PF00069	
Q96T75	None	None	None	None	None	
Q96J55	GO:0005829 GO:0070062 GO:0005654 GO:0005634 GO:0000502 GO:0005839 GO:0019774	GO:0045296 GO:0004175 GO:0004298	GO:0010498	hsa:5694	PF00227	
Q9UD95	GO:0000785 GO:0005737 GO:0005829 GO:0016607 GO:0005654 GO:0005634 GO:0005886 GO:0032991	GO:0005497 GO:0051117 GO:0008013 GO:0003682 GO:0001228 GO:0003700 GO:0000981 GO:0019899 GO:0004879 GO:0070974 GO:0000978 GO:0001091 GO:0061629 GO:0005102 GO:0005496 GO:0000976 GO:0001223 GO:0008270	GO:0060520 GO:0030521 GO:0048645 GO:0007267 GO:0071391 GO:0071383 GO:0071394 GO:0060742 GO:0003382 GO:0001701 GO:0030520 GO:0030522 GO:0030518 GO:0060599 GO:0033327 GO:0048808 GO:0008584 GO:0019102 GO:0060749 GO:0060571 GO:0035264 GO:0008285 GO:0050680 GO:2001237 GO:0045720 GO:0000122 GO:0045597 GO:0008284 GO:0060769 GO:0010628 GO:0043568 GO:0045726 GO:0033148 GO:0043410 GO:0051092 GO:0042327 GO:0045944 GO:0045945 GO:0045893 GO:0060740 GO:0060736 GO:0048638 GO:1903076 GO:0003073 GO:0006357 GO:0072520 GO:0007165 GO:0007338 GO:0007283 GO:0060748	hsa:367	PF02166 PF00104 PF00105	
Q93076	GO:0005829 GO:0070062	GO:0004021 GO:0030170	GO:0009058 GO:0032869 GO:0042853 GO:0045722 GO:0042594	hsa:2875	PF00155	
O43739	GO:0005912 GO:0005923 GO:0005829 GO:0031234 GO:0000139 GO:0005654 GO:0005886 GO:0001726	GO:0005085 GO:0005547	GO:0090162 GO:0048193 GO:0045785 GO:0032012	hsa:9265	PF00169 PF01369	
Q9NY42	GO:0016324 GO:0005829 GO:0070062 GO:0005834 GO:0016020	GO:0010856 GO:0031698 GO:0051430 GO:0031748 GO:0001664 GO:0031683 GO:0005525 GO:0003924 GO:0005159 GO:0035255 GO:0046872 GO:0031852	GO:0007191 GO:0007189 GO:0007188 GO:0060348 GO:0048589 GO:0070527 GO:0120162 GO:0007606	None	PF00503	
P0A6F7	GO:0005737	GO:0005524 GO:0016887 GO:0016853 GO:0051082	GO:0042026	ecs:ECs5124	PF00118	
Q7Z3Y2	GO:0031430 GO:0005739 GO:0032982	GO:0051015 GO:0019900 GO:0008307	GO:0006936 GO:0045214	hsa:9172	PF00041 PF07679	
Q9BVY5	GO:0005737 GO:0005739	GO:0047804 GO:0047315 GO:0016212 GO:0042803 GO:0030170 GO:0003723	GO:0006103 GO:0009058 GO:0006520 GO:0070189 GO:0097053	hsa:56267	PF00155	
Q8WTS4	GO:0043159 GO:0005947 GO:0005759 GO:0005967 GO:0005739 GO:0031514 GO:0005634 GO:0045252 GO:0045254	GO:0004148 GO:0050660	GO:0006086 GO:0009083 GO:0045454 GO:0007369 GO:0106077 GO:0061732 GO:0006120 GO:0006508 GO:0042391 GO:0048240	hsa:1738	PF07992 PF02852	
Q9NW28	GO:0033391 GO:0005737 GO:0097433 GO:0005634 GO:0043186 GO:0010370 GO:1990923 GO:0071546	GO:0004521 GO:0046872 GO:0003729 GO:0034584 GO:1905538	GO:0043046 GO:0031047 GO:0030718 GO:0051321 GO:0042754 GO:0010529 GO:0048477 GO:1990511 GO:0034587 GO:0071442 GO:2000617 GO:0060903 GO:0045727 GO:0048511 GO:0000966 GO:0007283	hsa:55124	PF08699 PF02170 PF02171	
Q53XY5	GO:0009986 GO:0031410 GO:0005829 GO:0070062 GO:0005886 GO:0000502 GO:0045202	GO:0004197 GO:0004866 GO:0070628 GO:0004843	GO:0007268 GO:0045087 GO:1903070 GO:0043161 GO:0016579 GO:0050920 GO:0061136	hsa:9097	PF00443	
Q8WU70	GO:0101031 GO:0000781 GO:0005829 GO:0005654 GO:0005634 GO:0032991 GO:0005697	GO:0051087 GO:0070182 GO:0051879 GO:0050220 GO:0003720 GO:0051082	GO:0008283 GO:0051085 GO:0051131 GO:0019371 GO:0042921 GO:0005978 GO:0060430 GO:0042327 GO:0051973 GO:0001516 GO:0006457 GO:0050821 GO:0007165 GO:0043588 GO:1905323 GO:0000723 GO:0007004	hsa:10728	PF04969	
Q96EA0	GO:0005789 GO:0033116 GO:0000139 GO:0000138 GO:0030173 GO:0016020 GO:0031201 GO:0030133	GO:0005484	GO:0006888 GO:0015031 GO:0048280	hsa:10282	None	
Q8IZW2	GO:0005829 GO:0010008 GO:0016607 GO:0005634 GO:0032991	GO:0008047 GO:0019209 GO:0048273 GO:0016791 GO:0044877	GO:0035904 GO:0003279 GO:0060976 GO:0003007 GO:0001701 GO:0030324 GO:0043406 GO:0071902 GO:0007179	hsa:10454	PF00481	
Q96EM8	GO:0005887 GO:0005886	GO:0045028 GO:0038023	GO:0097746 GO:0006873 GO:0071318 GO:0007200 GO:0070257	hsa:5029	PF00001	
Q8NFG5	GO:0005829 GO:0071821 GO:0043240 GO:0000776 GO:0005654	GO:0003682 GO:0003677 GO:0046982	GO:0051301 GO:0006974 GO:0006281 GO:0051382 GO:0031398 GO:0031297 GO:0000712	hsa:378708	PF15630	
Q6IBH9	GO:0005737 GO:0005829 GO:0005853	GO:0005085 GO:0003746	GO:0006414	hsa:1933	PF10587 PF00736	
Q9BVL2	GO:0005635 GO:0005637 GO:0005640 GO:0005643	GO:0042802 GO:0008139 GO:0044877 GO:0017056	GO:0051028 GO:0015031 GO:0042306	hsa:9818	None	
Q9BRB5	GO:0005737 GO:0005856 GO:0005829 GO:0005654 GO:0005634 GO:1990904 GO:0000151	GO:0005524 GO:0000287 GO:0030145 GO:0106310 GO:0004674 GO:0004712 GO:0004713	GO:0006974 GO:0042771 GO:0070885 GO:0018105 GO:0018107 GO:0045725 GO:0006468 GO:1901796 GO:0007224	hsa:8445	PF00069	
Q9UE78	GO:0072562 GO:0036128 GO:0009986 GO:0005737 GO:0005829 GO:0070062 GO:0001673 GO:0072687 GO:0016020 GO:0005634 GO:0005886 GO:0000795	GO:0005524 GO:0016887 GO:0051087 GO:0097718 GO:0019899 GO:0051861 GO:0031072 GO:0051787 GO:0044183 GO:0048156 GO:0051082	GO:0034620 GO:0051085 GO:0007141 GO:0007140 GO:0090084 GO:0032781 GO:1901896 GO:0010971 GO:0001934 GO:0042026 GO:0009409 GO:0009408 GO:0006986 GO:0007286 GO:0007283 GO:0070194 GO:0016192	hsa:3306	PF00012	
Q9Y6B6	GO:0030127 GO:0005829 GO:0070971 GO:0005789 GO:0012507 GO:0032580	GO:0005525 GO:0003924 GO:0046872	GO:0002474 GO:0006888 GO:0006886 GO:0055088 GO:0042953 GO:0061024 GO:0070863 GO:0003400 GO:0032368 GO:0016050	hsa:51128	PF00025	
Q9P126	GO:0005887 GO:0005886	GO:0030246 GO:0004888	GO:0007166 GO:0006952 GO:0030220 GO:0007165	hsa:51266	PF00059	
Q5K546	GO:0005737 GO:0005829 GO:0010008 GO:0005634 GO:0005886	GO:0005524 GO:0046982 GO:0042803 GO:0004672 GO:0004674	GO:0019221 GO:0007249 GO:0006954 GO:0070498 GO:0035556 GO:0031663 GO:0002755 GO:0032088 GO:0051092 GO:0006468 GO:0001959 GO:0070555	hsa:3656	PF00531 PF00069	
P58357	GO:0005737	GO:0003677	GO:0000160 GO:0006355	ecs:ECs1150	PF00072 PF00486	
Q5VVL8	GO:0005737 GO:0005829 GO:0015630 GO:0005947 GO:0005759 GO:0042645 GO:0005739	GO:0016407 GO:0043754 GO:0031405 GO:0031625	GO:0009083	hsa:1629	PF00198 PF00364 PF02817	
Q24JU2	GO:0005737 GO:0005829 GO:0043231 GO:0016020 GO:0030496 GO:0005730 GO:0005654 GO:0005634 GO:0005942 GO:0005943 GO:0005886	GO:0016303 GO:0035005 GO:0005524 GO:0043560 GO:0016301 GO:0035004 GO:0052742 GO:0052812 GO:0046934	GO:0060055 GO:0006914 GO:0016477 GO:0006874 GO:0006935 GO:0040016 GO:0006897 GO:0001935 GO:0007186 GO:0007156 GO:1903298 GO:0043407 GO:0051898 GO:1903671 GO:1900747 GO:0014065 GO:0046854 GO:0036092 GO:0048015 GO:0016310 GO:0030168 GO:0070527 GO:0010508 GO:0010595 GO:0010628 GO:0033031 GO:0051000 GO:0051897 GO:0035022 GO:0001952 GO:2000369 GO:0002931 GO:0007165 GO:0003376 GO:0007169	hsa:5291	PF00454 PF00792 PF02192 PF00794 PF00613	
Q9UED9	None	None	None	None	None	
P21371	GO:0005829 GO:0043197 GO:0070062 GO:0098978 GO:0005794 GO:0016020 GO:0005886 GO:0032587	GO:0005154 GO:0005525 GO:0003924 GO:0005085	GO:0031584 GO:0045176 GO:0016477 GO:0060271 GO:0060996 GO:0006888 GO:0045197 GO:0006886 GO:0007612 GO:0043066 GO:0045944 GO:0006471 GO:0061512 GO:0099175 GO:2000377 GO:0006890 GO:0016192	hsa:378	PF00025	
Q96CH0	GO:0005737 GO:0005856 GO:0005829 GO:0070062 GO:0016020 GO:0005634	GO:0005524 GO:0005131 GO:0004715 GO:0004712 GO:0004713 GO:0031702	GO:0019221 GO:0035556 GO:0032729 GO:0032819 GO:0051142 GO:0046427 GO:0042102 GO:0006468 GO:0060337	hsa:7297	PF18379 PF18377 PF17887 PF07714	
