Escherichia coli	GO:0097588	archaeal or bacterial-type flagellum-dependent cell motility	10	0.0008
Escherichia coli	GO:0017003	protein-heme linkage	9	0.0007
Escherichia coli	GO:0007165	signal transduction	9	0.0007
Escherichia coli	GO:0051301	cell division	8	0.0006
Escherichia coli	GO:0007049	cell cycle	8	0.0006
Escherichia coli	GO:0009432	SOS response	8	0.0006
Escherichia coli	GO:0006289	nucleotide-excision repair	8	0.0006
Escherichia coli	GO:0045227	capsule polysaccharide biosynthetic process	6	0.0005
Escherichia coli	GO:0009156	ribonucleoside monophosphate biosynthetic process	6	0.0005
Escherichia coli	GO:0009116	nucleoside metabolic process	6	0.0005
Escherichia coli	GO:0006164	purine nucleotide biosynthetic process	6	0.0005
Escherichia coli	GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	6	0.0005
Escherichia coli	GO:0006487	protein N-linked glycosylation	3	0.0002
Escherichia coli	GO:0006047	UDP-N-acetylglucosamine metabolic process	3	0.0002
Escherichia coli	GO:0006002	fructose 6-phosphate metabolic process	3	0.0002
Escherichia coli	GO:0005975	carbohydrate metabolic process	3	0.0002
Escherichia coli	GO:0044315	protein secretion by the type VII secretion system	2	0.0002
Escherichia coli	GO:0000746	obsolete conjugation	1	0.0001
Escherichia coli	GO:0006085	acetyl-CoA biosynthetic process	1	0.0001
Homo sapiens	GO:0045944	positive regulation of transcription by RNA polymerase II	689	0.0087
Homo sapiens	GO:0007165	signal transduction	636	0.0080
Homo sapiens	GO:0006468	protein phosphorylation	527	0.0067
Homo sapiens	GO:0045893	positive regulation of transcription, DNA-templated	442	0.0056
Homo sapiens	GO:0000122	negative regulation of transcription by RNA polymerase II	399	0.0050
Homo sapiens	GO:0035556	intracellular signal transduction	354	0.0045
Homo sapiens	GO:0010628	positive regulation of gene expression	353	0.0045
Homo sapiens	GO:0006357	regulation of transcription by RNA polymerase II	353	0.0045
Homo sapiens	GO:0043066	negative regulation of apoptotic process	329	0.0042
Homo sapiens	GO:0008284	positive regulation of cell population proliferation	293	0.0037
Homo sapiens	GO:0006915	apoptotic process	279	0.0035
Homo sapiens	GO:0006954	inflammatory response	275	0.0035
Homo sapiens	GO:0008285	negative regulation of cell population proliferation	274	0.0035
Homo sapiens	GO:0045087	innate immune response	269	0.0034
Homo sapiens	GO:0018105	peptidyl-serine phosphorylation	268	0.0034
Homo sapiens	GO:0045892	negative regulation of transcription, DNA-templated	259	0.0033
Homo sapiens	GO:0006355	regulation of transcription, DNA-templated	258	0.0033
Homo sapiens	GO:0030335	positive regulation of cell migration	240	0.0030
Homo sapiens	GO:0007155	cell adhesion	238	0.0030
Homo sapiens	GO:0046777	protein autophosphorylation	235	0.0030
Homo sapiens	GO:0051726	regulation of cell cycle	234	0.0030
Homo sapiens	GO:0043065	positive regulation of apoptotic process	227	0.0029
Homo sapiens	GO:0006974	cellular response to DNA damage stimulus	225	0.0028
Homo sapiens	GO:0006508	proteolysis	217	0.0027
Homo sapiens	GO:0009410	response to xenobiotic stimulus	208	0.0026
Homo sapiens	GO:0010629	negative regulation of gene expression	196	0.0025
Homo sapiens	GO:0007049	cell cycle	195	0.0025
Homo sapiens	GO:0050821	protein stabilization	192	0.0024
Homo sapiens	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	184	0.0023
Homo sapiens	GO:0030198	extracellular matrix organization	184	0.0023
Homo sapiens	GO:0001525	angiogenesis	184	0.0023
Homo sapiens	GO:0030154	cell differentiation	183	0.0023
Homo sapiens	GO:0016477	cell migration	182	0.0023
Homo sapiens	GO:0001666	response to hypoxia	182	0.0023
Homo sapiens	GO:0051301	cell division	178	0.0022
Homo sapiens	GO:0006511	ubiquitin-dependent protein catabolic process	170	0.0021
Homo sapiens	GO:0051092	positive regulation of NF-kappaB transcription factor activity	167	0.0021
Homo sapiens	GO:0006366	transcription by RNA polymerase II	163	0.0021
Homo sapiens	GO:0007507	heart development	159	0.0020
Homo sapiens	GO:0000165	MAPK cascade	159	0.0020
Homo sapiens	GO:0001701	in utero embryonic development	158	0.0020
Homo sapiens	GO:0007283	spermatogenesis	158	0.0020
Homo sapiens	GO:0070374	positive regulation of ERK1 and ERK2 cascade	154	0.0019
Homo sapiens	GO:0007399	nervous system development	146	0.0018
Homo sapiens	GO:0006412	translation	145	0.0018
Homo sapiens	GO:0043410	positive regulation of MAPK cascade	144	0.0018
Homo sapiens	GO:0006281	DNA repair	143	0.0018
Homo sapiens	GO:0001934	positive regulation of protein phosphorylation	142	0.0018
Homo sapiens	GO:0006457	protein folding	139	0.0018
Homo sapiens	GO:0016567	protein ubiquitination	139	0.0018
Homo sapiens	GO:0007229	integrin-mediated signaling pathway	137	0.0017
Homo sapiens	GO:0045766	positive regulation of angiogenesis	128	0.0016
Homo sapiens	GO:0010468	regulation of gene expression	127	0.0016
Homo sapiens	GO:0006886	intracellular protein transport	126	0.0016
Homo sapiens	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	125	0.0016
Homo sapiens	GO:0042981	regulation of apoptotic process	123	0.0016
Homo sapiens	GO:0006897	endocytosis	122	0.0015
Homo sapiens	GO:0015031	protein transport	121	0.0015
Homo sapiens	GO:0043547	positive regulation of GTPase activity	121	0.0015
Homo sapiens	GO:0007186	G protein-coupled receptor signaling pathway	120	0.0015
Homo sapiens	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	118	0.0015
Homo sapiens	GO:0007411	axon guidance	117	0.0015
Homo sapiens	GO:0018107	peptidyl-threonine phosphorylation	115	0.0015
Homo sapiens	GO:0007160	cell-matrix adhesion	115	0.0015
Homo sapiens	GO:0001649	osteoblast differentiation	113	0.0014
Homo sapiens	GO:0002181	cytoplasmic translation	113	0.0014
Homo sapiens	GO:0007179	transforming growth factor beta receptor signaling pathway	111	0.0014
Homo sapiens	GO:0032496	response to lipopolysaccharide	110	0.0014
Homo sapiens	GO:0001938	positive regulation of endothelial cell proliferation	109	0.0014
Homo sapiens	GO:0032922	circadian regulation of gene expression	106	0.0013
Homo sapiens	GO:0008360	regulation of cell shape	106	0.0013
Homo sapiens	GO:0007596	blood coagulation	106	0.0013
Homo sapiens	GO:0006955	immune response	105	0.0013
Homo sapiens	GO:0051897	positive regulation of protein kinase B signaling	103	0.0013
Homo sapiens	GO:0016055	Wnt signaling pathway	102	0.0013
Homo sapiens	GO:0042060	wound healing	102	0.0013
Homo sapiens	GO:0030308	negative regulation of cell growth	100	0.0013
Homo sapiens	GO:0042127	regulation of cell population proliferation	99	0.0013
Homo sapiens	GO:0007166	cell surface receptor signaling pathway	99	0.0013
Homo sapiens	GO:0007265	Ras protein signal transduction	98	0.0012
Homo sapiens	GO:0007420	brain development	98	0.0012
Homo sapiens	GO:0071456	cellular response to hypoxia	98	0.0012
Homo sapiens	GO:0065003	protein-containing complex assembly	98	0.0012
Homo sapiens	GO:0016192	vesicle-mediated transport	97	0.0012
Homo sapiens	GO:0006325	chromatin organization	97	0.0012
Homo sapiens	GO:0018108	peptidyl-tyrosine phosphorylation	96	0.0012
Homo sapiens	GO:0006470	protein dephosphorylation	96	0.0012
Homo sapiens	GO:0090263	positive regulation of canonical Wnt signaling pathway	94	0.0012
Homo sapiens	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	94	0.0012
Homo sapiens	GO:0030036	actin cytoskeleton organization	94	0.0012
Homo sapiens	GO:0016579	protein deubiquitination	92	0.0012
Homo sapiens	GO:0045471	response to ethanol	92	0.0012
Homo sapiens	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	92	0.0012
Homo sapiens	GO:0032956	regulation of actin cytoskeleton organization	91	0.0011
Homo sapiens	GO:0050727	regulation of inflammatory response	90	0.0011
Homo sapiens	GO:0090398	cellular senescence	90	0.0011
Homo sapiens	GO:0046330	positive regulation of JNK cascade	89	0.0011
Homo sapiens	GO:0016485	protein processing	89	0.0011
Homo sapiens	GO:0030324	lung development	89	0.0011
Homo sapiens	GO:0022617	extracellular matrix disassembly	88	0.0011
Homo sapiens	GO:0019221	cytokine-mediated signaling pathway	88	0.0011
Homo sapiens	GO:0032760	positive regulation of tumor necrosis factor production	88	0.0011
Homo sapiens	GO:0051091	positive regulation of DNA-binding transcription factor activity	88	0.0011
Homo sapiens	GO:0043524	negative regulation of neuron apoptotic process	88	0.0011
Homo sapiens	GO:0071356	cellular response to tumor necrosis factor	88	0.0011
Homo sapiens	GO:1901796	regulation of signal transduction by p53 class mediator	87	0.0011
Homo sapiens	GO:0048661	positive regulation of smooth muscle cell proliferation	84	0.0011
Homo sapiens	GO:0030574	collagen catabolic process	83	0.0010
Homo sapiens	GO:0000209	protein polyubiquitination	83	0.0010
Homo sapiens	GO:0050852	T cell receptor signaling pathway	82	0.0010
Homo sapiens	GO:0008283	cell population proliferation	81	0.0010
Homo sapiens	GO:0090090	negative regulation of canonical Wnt signaling pathway	81	0.0010
Homo sapiens	GO:0007219	Notch signaling pathway	81	0.0010
Homo sapiens	GO:0010498	proteasomal protein catabolic process	80	0.0010
Homo sapiens	GO:0002250	adaptive immune response	80	0.0010
Homo sapiens	GO:0071222	cellular response to lipopolysaccharide	80	0.0010
Homo sapiens	GO:0051056	regulation of small GTPase mediated signal transduction	79	0.0010
Homo sapiens	GO:0098609	cell-cell adhesion	78	0.0010
Homo sapiens	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	78	0.0010
Homo sapiens	GO:0030509	BMP signaling pathway	78	0.0010
Homo sapiens	GO:0071480	cellular response to gamma radiation	77	0.0010
Homo sapiens	GO:0032355	response to estradiol	77	0.0010
Homo sapiens	GO:0010976	positive regulation of neuron projection development	77	0.0010
Homo sapiens	GO:0072659	protein localization to plasma membrane	77	0.0010
Homo sapiens	GO:0032755	positive regulation of interleukin-6 production	76	0.0010
Homo sapiens	GO:0007254	JNK cascade	76	0.0010
Homo sapiens	GO:0001501	skeletal system development	76	0.0010
Homo sapiens	GO:0007267	cell-cell signaling	76	0.0010
Homo sapiens	GO:0032869	cellular response to insulin stimulus	75	0.0009
Homo sapiens	GO:0007264	small GTPase mediated signal transduction	75	0.0009
Homo sapiens	GO:0006260	DNA replication	75	0.0009
Homo sapiens	GO:0007568	aging	74	0.0009
Homo sapiens	GO:0043525	positive regulation of neuron apoptotic process	74	0.0009
Homo sapiens	GO:0051607	defense response to virus	74	0.0009
Homo sapiens	GO:0071466	cellular response to xenobiotic stimulus	73	0.0009
Homo sapiens	GO:0016525	negative regulation of angiogenesis	73	0.0009
Homo sapiens	GO:0001837	epithelial to mesenchymal transition	73	0.0009
Homo sapiens	GO:0030155	regulation of cell adhesion	73	0.0009
Homo sapiens	GO:1902895	positive regulation of miRNA transcription	73	0.0009
Homo sapiens	GO:0033138	positive regulation of peptidyl-serine phosphorylation	72	0.0009
Homo sapiens	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	71	0.0009
Homo sapiens	GO:0006979	response to oxidative stress	71	0.0009
Homo sapiens	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	70	0.0009
Homo sapiens	GO:0008217	regulation of blood pressure	69	0.0009
Homo sapiens	GO:0001822	kidney development	69	0.0009
Homo sapiens	GO:0009615	response to virus	69	0.0009
Homo sapiens	GO:0010595	positive regulation of endothelial cell migration	68	0.0009
Homo sapiens	GO:0007601	visual perception	67	0.0008
Homo sapiens	GO:0007417	central nervous system development	67	0.0008
Homo sapiens	GO:0031398	positive regulation of protein ubiquitination	67	0.0008
Homo sapiens	GO:0006302	double-strand break repair	66	0.0008
Homo sapiens	GO:0033674	positive regulation of kinase activity	66	0.0008
Homo sapiens	GO:0030307	positive regulation of cell growth	65	0.0008
Homo sapiens	GO:0000082	G1/S transition of mitotic cell cycle	65	0.0008
Homo sapiens	GO:0071347	cellular response to interleukin-1	65	0.0008
Homo sapiens	GO:0006367	transcription initiation from RNA polymerase II promoter	65	0.0008
Homo sapiens	GO:0043406	positive regulation of MAP kinase activity	65	0.0008
Homo sapiens	GO:0007613	memory	65	0.0008
Homo sapiens	GO:0007268	chemical synaptic transmission	65	0.0008
Homo sapiens	GO:0071260	cellular response to mechanical stimulus	64	0.0008
Homo sapiens	GO:0030336	negative regulation of cell migration	64	0.0008
Homo sapiens	GO:0006338	chromatin remodeling	64	0.0008
Homo sapiens	GO:0006914	autophagy	63	0.0008
Homo sapiens	GO:0000086	G2/M transition of mitotic cell cycle	63	0.0008
Homo sapiens	GO:0070301	cellular response to hydrogen peroxide	63	0.0008
Homo sapiens	GO:0030097	hemopoiesis	63	0.0008
Homo sapiens	GO:0000281	mitotic cytokinesis	62	0.0008
Homo sapiens	GO:0007173	epidermal growth factor receptor signaling pathway	62	0.0008
Homo sapiens	GO:0043627	response to estrogen	62	0.0008
Homo sapiens	GO:0048511	rhythmic process	62	0.0008
Homo sapiens	GO:0007249	I-kappaB kinase/NF-kappaB signaling	62	0.0008
Homo sapiens	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	61	0.0008
Homo sapiens	GO:0009887	animal organ morphogenesis	61	0.0008
Homo sapiens	GO:0031175	neuron projection development	61	0.0008
Homo sapiens	GO:0034605	cellular response to heat	61	0.0008
Homo sapiens	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	60	0.0008
Homo sapiens	GO:0010575	positive regulation of vascular endothelial growth factor production	60	0.0008
Homo sapiens	GO:0048015	phosphatidylinositol-mediated signaling	60	0.0008
Homo sapiens	GO:0006289	nucleotide-excision repair	60	0.0008
Homo sapiens	GO:0098586	cellular response to virus	60	0.0008
Homo sapiens	GO:0045747	positive regulation of Notch signaling pathway	60	0.0008
Homo sapiens	GO:0030183	B cell differentiation	59	0.0007
Homo sapiens	GO:0034644	cellular response to UV	59	0.0007
Homo sapiens	GO:0030433	ubiquitin-dependent ERAD pathway	59	0.0007
Homo sapiens	GO:0010508	positive regulation of autophagy	59	0.0007
Homo sapiens	GO:0043536	positive regulation of blood vessel endothelial cell migration	59	0.0007
Homo sapiens	GO:0051496	positive regulation of stress fiber assembly	59	0.0007
Homo sapiens	GO:0007623	circadian rhythm	59	0.0007
Homo sapiens	GO:0071363	cellular response to growth factor stimulus	59	0.0007
Homo sapiens	GO:0032757	positive regulation of interleukin-8 production	58	0.0007
Homo sapiens	GO:0006397	mRNA processing	58	0.0007
Homo sapiens	GO:0010634	positive regulation of epithelial cell migration	58	0.0007
Homo sapiens	GO:0038095	Fc-epsilon receptor signaling pathway	58	0.0007
Homo sapiens	GO:0006898	receptor-mediated endocytosis	58	0.0007
Homo sapiens	GO:0006986	response to unfolded protein	58	0.0007
Homo sapiens	GO:0001947	heart looping	58	0.0007
Homo sapiens	GO:0006935	chemotaxis	58	0.0007
Homo sapiens	GO:0006606	protein import into nucleus	58	0.0007
Homo sapiens	GO:0007159	leukocyte cell-cell adhesion	58	0.0007
Homo sapiens	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	57	0.0007
Homo sapiens	GO:0009636	response to toxic substance	57	0.0007
Homo sapiens	GO:0071560	cellular response to transforming growth factor beta stimulus	57	0.0007
Homo sapiens	GO:0042742	defense response to bacterium	56	0.0007
Homo sapiens	GO:0030168	platelet activation	56	0.0007
Homo sapiens	GO:0071300	cellular response to retinoic acid	56	0.0007
Homo sapiens	GO:0006464	cellular protein modification process	56	0.0007
Homo sapiens	GO:0007015	actin filament organization	56	0.0007
Homo sapiens	GO:0001568	blood vessel development	55	0.0007
Homo sapiens	GO:0032088	negative regulation of NF-kappaB transcription factor activity	55	0.0007
Homo sapiens	GO:0016310	phosphorylation	55	0.0007
Homo sapiens	GO:0042752	regulation of circadian rhythm	55	0.0007
Homo sapiens	GO:0008584	male gonad development	55	0.0007
Homo sapiens	GO:0007266	Rho protein signal transduction	54	0.0007
Homo sapiens	GO:0001892	embryonic placenta development	54	0.0007
Homo sapiens	GO:0030218	erythrocyte differentiation	54	0.0007
Homo sapiens	GO:0042110	T cell activation	54	0.0007
Homo sapiens	GO:0003151	outflow tract morphogenesis	54	0.0007
Homo sapiens	GO:0007010	cytoskeleton organization	54	0.0007
Homo sapiens	GO:1903078	positive regulation of protein localization to plasma membrane	54	0.0007
Homo sapiens	GO:0071392	cellular response to estradiol stimulus	54	0.0007
Homo sapiens	GO:0002931	response to ischemia	54	0.0007
Homo sapiens	GO:0042542	response to hydrogen peroxide	53	0.0007
Homo sapiens	GO:0090399	replicative senescence	53	0.0007
Homo sapiens	GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	53	0.0007
Homo sapiens	GO:0050728	negative regulation of inflammatory response	53	0.0007
Homo sapiens	GO:0042307	positive regulation of protein import into nucleus	53	0.0007
Homo sapiens	GO:0007005	mitochondrion organization	53	0.0007
Homo sapiens	GO:0050830	defense response to Gram-positive bacterium	53	0.0007
Homo sapiens	GO:0034614	cellular response to reactive oxygen species	53	0.0007
Homo sapiens	GO:0048013	ephrin receptor signaling pathway	52	0.0007
Homo sapiens	GO:0043409	negative regulation of MAPK cascade	52	0.0007
Homo sapiens	GO:0070498	interleukin-1-mediated signaling pathway	52	0.0007
Homo sapiens	GO:0070555	response to interleukin-1	52	0.0007
Homo sapiens	GO:0009411	response to UV	52	0.0007
Homo sapiens	GO:0042730	fibrinolysis	52	0.0007
Homo sapiens	GO:0048146	positive regulation of fibroblast proliferation	52	0.0007
Homo sapiens	GO:0070536	protein K63-linked deubiquitination	51	0.0006
Homo sapiens	GO:0034446	substrate adhesion-dependent cell spreading	51	0.0006
Homo sapiens	GO:0051592	response to calcium ion	51	0.0006
Homo sapiens	GO:0000278	mitotic cell cycle	51	0.0006
Homo sapiens	GO:2000379	positive regulation of reactive oxygen species metabolic process	51	0.0006
Homo sapiens	GO:0006629	lipid metabolic process	51	0.0006
Homo sapiens	GO:1990830	cellular response to leukemia inhibitory factor	51	0.0006
Homo sapiens	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	51	0.0006
Homo sapiens	GO:0048538	thymus development	51	0.0006
Homo sapiens	GO:0014823	response to activity	51	0.0006
Homo sapiens	GO:0001843	neural tube closure	51	0.0006
Homo sapiens	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	50	0.0006
Homo sapiens	GO:0045648	positive regulation of erythrocyte differentiation	50	0.0006
Homo sapiens	GO:0032870	cellular response to hormone stimulus	50	0.0006
Homo sapiens	GO:0043087	regulation of GTPase activity	50	0.0006
Homo sapiens	GO:0045860	positive regulation of protein kinase activity	50	0.0006
Homo sapiens	GO:0071346	cellular response to interferon-gamma	50	0.0006
Homo sapiens	GO:0007224	smoothened signaling pathway	50	0.0006
Homo sapiens	GO:0021987	cerebral cortex development	50	0.0006
Homo sapiens	GO:0045669	positive regulation of osteoblast differentiation	50	0.0006
Homo sapiens	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	50	0.0006
Homo sapiens	GO:0007204	positive regulation of cytosolic calcium ion concentration	50	0.0006
Homo sapiens	GO:0060412	ventricular septum morphogenesis	50	0.0006
Homo sapiens	GO:0051085	chaperone cofactor-dependent protein refolding	50	0.0006
Homo sapiens	GO:0000398	mRNA splicing, via spliceosome	50	0.0006
Homo sapiens	GO:0032743	positive regulation of interleukin-2 production	49	0.0006
Homo sapiens	GO:0030199	collagen fibril organization	49	0.0006
Homo sapiens	GO:0010332	response to gamma radiation	49	0.0006
Homo sapiens	GO:0007162	negative regulation of cell adhesion	49	0.0006
Homo sapiens	GO:0060548	negative regulation of cell death	49	0.0006
Homo sapiens	GO:0016239	positive regulation of macroautophagy	49	0.0006
Homo sapiens	GO:0050714	positive regulation of protein secretion	49	0.0006
Homo sapiens	GO:0033209	tumor necrosis factor-mediated signaling pathway	49	0.0006
Homo sapiens	GO:1901215	negative regulation of neuron death	49	0.0006
Homo sapiens	GO:0045665	negative regulation of neuron differentiation	49	0.0006
Homo sapiens	GO:0034113	heterotypic cell-cell adhesion	49	0.0006
Homo sapiens	GO:0030282	bone mineralization	48	0.0006
Homo sapiens	GO:0008542	visual learning	48	0.0006
Homo sapiens	GO:0120163	negative regulation of cold-induced thermogenesis	48	0.0006
Homo sapiens	GO:0097190	apoptotic signaling pathway	47	0.0006
Homo sapiens	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	47	0.0006
Homo sapiens	GO:0042789	mRNA transcription by RNA polymerase II	47	0.0006
Homo sapiens	GO:0032729	positive regulation of interferon-gamma production	47	0.0006
Homo sapiens	GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	47	0.0006
Homo sapiens	GO:0030334	regulation of cell migration	47	0.0006
Homo sapiens	GO:0002244	hematopoietic progenitor cell differentiation	47	0.0006
Homo sapiens	GO:0050901	leukocyte tethering or rolling	47	0.0006
Homo sapiens	GO:1901216	positive regulation of neuron death	47	0.0006
Homo sapiens	GO:0032092	positive regulation of protein binding	47	0.0006
Homo sapiens	GO:0007611	learning or memory	47	0.0006
Homo sapiens	GO:0030182	neuron differentiation	47	0.0006
Homo sapiens	GO:0032212	positive regulation of telomere maintenance via telomerase	47	0.0006
Homo sapiens	GO:0031507	heterochromatin assembly	47	0.0006
Homo sapiens	GO:0032880	regulation of protein localization	46	0.0006
Homo sapiens	GO:0009083	branched-chain amino acid catabolic process	46	0.0006
Homo sapiens	GO:0070373	negative regulation of ERK1 and ERK2 cascade	46	0.0006
Homo sapiens	GO:0071479	cellular response to ionizing radiation	46	0.0006
Homo sapiens	GO:0003180	aortic valve morphogenesis	46	0.0006
Homo sapiens	GO:0045739	positive regulation of DNA repair	46	0.0006
Homo sapiens	GO:0031532	actin cytoskeleton reorganization	46	0.0006
Homo sapiens	GO:0009408	response to heat	46	0.0006
Homo sapiens	GO:0061077	chaperone-mediated protein folding	46	0.0006
Homo sapiens	GO:0050729	positive regulation of inflammatory response	46	0.0006
Homo sapiens	GO:0031663	lipopolysaccharide-mediated signaling pathway	45	0.0006
Homo sapiens	GO:0001974	blood vessel remodeling	45	0.0006
Homo sapiens	GO:0009267	cellular response to starvation	45	0.0006
Homo sapiens	GO:0043542	endothelial cell migration	45	0.0006
Homo sapiens	GO:0019827	stem cell population maintenance	45	0.0006
Homo sapiens	GO:0051402	neuron apoptotic process	45	0.0006
Homo sapiens	GO:0008380	RNA splicing	45	0.0006
Homo sapiens	GO:0035264	multicellular organism growth	44	0.0006
Homo sapiens	GO:0006958	complement activation, classical pathway	44	0.0006
Homo sapiens	GO:0031334	positive regulation of protein-containing complex assembly	44	0.0006
Homo sapiens	GO:0034620	cellular response to unfolded protein	44	0.0006
Homo sapiens	GO:0001756	somitogenesis	44	0.0006
Homo sapiens	GO:0042026	protein refolding	44	0.0006
Homo sapiens	GO:0006887	exocytosis	44	0.0006
Homo sapiens	GO:1901224	positive regulation of NIK/NF-kappaB signaling	44	0.0006
Homo sapiens	GO:0009611	response to wounding	44	0.0006
Homo sapiens	GO:0040008	regulation of growth	44	0.0006
Homo sapiens	GO:0090110	COPII-coated vesicle cargo loading	43	0.0005
Homo sapiens	GO:1901998	toxin transport	43	0.0005
Homo sapiens	GO:0050770	regulation of axonogenesis	43	0.0005
Homo sapiens	GO:0001933	negative regulation of protein phosphorylation	43	0.0005
Homo sapiens	GO:0006469	negative regulation of protein kinase activity	43	0.0005
Homo sapiens	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	43	0.0005
Homo sapiens	GO:0042475	odontogenesis of dentin-containing tooth	43	0.0005
Homo sapiens	GO:0042733	embryonic digit morphogenesis	43	0.0005
Homo sapiens	GO:0032091	negative regulation of protein binding	43	0.0005
Homo sapiens	GO:0045429	positive regulation of nitric oxide biosynthetic process	43	0.0005
Homo sapiens	GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	43	0.0005
Homo sapiens	GO:0042176	regulation of protein catabolic process	42	0.0005
Homo sapiens	GO:0034612	response to tumor necrosis factor	42	0.0005
Homo sapiens	GO:0010718	positive regulation of epithelial to mesenchymal transition	42	0.0005
Homo sapiens	GO:0031638	zymogen activation	42	0.0005
Homo sapiens	GO:0042102	positive regulation of T cell proliferation	42	0.0005
Homo sapiens	GO:0043434	response to peptide hormone	42	0.0005
Homo sapiens	GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	42	0.0005
Homo sapiens	GO:0071407	cellular response to organic cyclic compound	42	0.0005
Homo sapiens	GO:0120162	positive regulation of cold-induced thermogenesis	42	0.0005
